atomtype,smiles,idx_in_mol,mol_index,node_attentions,edge_attentions,prediction,truth
C,,1,16,"[0.3656099736690521, 0.355360746383667, 0.39650481939315796, 0.36703792214393616, 0.4173416197299957, 0.38040515780448914, 0.3921116590499878, 0.39417126774787903, 0.0, 0.3541785180568695, 0.3868147134780884, 0.3476620316505432, 0.40360578894615173, 0.3580048978328705, 0.3664243817329407, 0.4239175319671631, 0.39816588163375854, 0.0, 0.0, 0.0, 0.40493547916412354, 0.394137442111969]","[0.5520432591438293, 0.3283049464225769, 0.307047963142395, 0.3576408326625824, 0.3305605351924896, 0.35850828886032104, 0.3572205603122711, 0.3707749843597412, 0.19173823297023773, 0.4008665382862091, 0.3125793933868408, 0.34269243478775024, 0.3451337218284607, 0.4082356095314026, 0.0, 0.0, 0.0, 0.0, 0.30150872468948364, 0.407349169254303, 0.3817467987537384, 0.29444798827171326, 0.355619341135025, 0.7395447492599487, 0.3057173192501068, 0.3900683522224426, 0.3484552502632141, 0.7032391428947449, 0.2846090793609619, 0.32551077008247375, 0.7156360149383545, 0.41539615392684937, 0.36730968952178955, 0.4047394096851349, 0.3825230598449707, 0.38431915640830994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3067713677883148, 0.3011600375175476, 0.365813672542572, 0.35033175349235535]",0.05494238808751106,0.0618
C,,2,16,"[0.37825554609298706, 0.35165271162986755, 0.3921038806438446, 0.39301422238349915, 0.4152090847492218, 0.38182756304740906, 0.3858603239059448, 0.3706308901309967, 0.38130059838294983, 0.40889832377433777, 0.3662828207015991, 0.35087406635284424, 0.4015926718711853, 0.3811857998371124, 0.41371867060661316, 0.3815992474555969, 0.41640108823776245, 0.3743574917316437, 0.0, 0.39369237422943115, 0.32418614625930786, 0.369098037481308]","[0.3465096056461334, 0.3578477203845978, 0.29502660036087036, 0.35647910833358765, 0.29650795459747314, 0.7086719274520874, 0.3950403928756714, 0.2986301779747009, 0.7496876120567322, 0.29131948947906494, 0.3398287892341614, 0.7370538115501404, 0.4077243208885193, 0.3158338963985443, 0.396633118391037, 0.4109867513179779, 0.4063176214694977, 0.7287020087242126, 0.3352522552013397, 0.3980241119861603, 0.7251943945884705, 0.3307776153087616, 0.7129013538360596, 0.31479087471961975, 0.444729745388031, 0.6496891975402832, 0.35571035742759705, 0.7193579077720642, 0.41438835859298706, 0.7117081880569458, 0.6972270011901855, 0.6948516368865967, 0.3483421206474304, 0.31858745217323303, 0.6948778629302979, 0.3198499083518982, 0.6998403668403625, 0.26680895686149597, 0.0, 0.0, 0.3148520886898041, 0.2891397178173065, 0.35032951831817627, 0.3722982406616211, 0.3085101246833801, 0.31398624181747437]",0.1458137482404709,0.1311
N,,3,16,"[0.35231131315231323, 0.37569016218185425, 0.37795522809028625, 0.6376927495002747, 0.3805725574493408, 0.34943798184394836, 0.4089491069316864, 0.3649284243583679, 0.387351930141449, 0.3598846197128296, 0.3721214830875397, 0.39794111251831055, 0.3304431736469269, 0.3745584189891815, 0.33724117279052734, 0.37140658497810364, 0.3831447958946228, 0.3956449329853058, 0.3794918656349182, 0.38870298862457275, 0.35387444496154785, 0.3792872130870819]","[0.2993864119052887, 0.39080968499183655, 0.37977853417396545, 0.7136990427970886, 0.683458149433136, 0.67429518699646, 0.6592371463775635, 0.5579326152801514, 0.3621360659599304, 0.44831573963165283, 0.37819817662239075, 0.7049118280410767, 0.2884894907474518, 0.7539600729942322, 0.3871316909790039, 0.31191956996917725, 0.6848630905151367, 0.4008517563343048, 0.7311134934425354, 0.7176187038421631, 0.3145090341567993, 0.31783103942871094, 0.7409330010414124, 0.37759727239608765, 0.25081562995910645, 0.3353949785232544, 0.7462345957756042, 0.30937859416007996, 0.3170069754123688, 0.28979283571243286, 0.3822612166404724, 0.3678286671638489, 0.7043341398239136, 0.30908459424972534, 0.3474135100841522, 0.42607349157333374, 0.727182924747467, 0.34795594215393066, 0.3902018666267395, 0.24036473035812378, 0.32561156153678894, 0.30879929661750793, 0.3575538992881775, 0.2546585500240326, 0.3604874610900879, 0.3412145972251892]",-0.42727428674697876,-0.4224
N,,4,16,"[0.37227171659469604, 0.39737164974212646, 0.38277891278266907, 0.6272214651107788, 0.36363616585731506, 0.38705167174339294, 0.34667468070983887, 0.3899356424808502, 0.40476346015930176, 0.3869803845882416, 0.3578919470310211, 0.5881774425506592, 0.4098447859287262, 0.38712096214294434, 0.4277776777744293, 0.3506610691547394, 0.3487451374530792, 0.40556973218917847, 0.40925565361976624, 0.400751531124115, 0.38867321610450745, 0.3758627772331238]","[0.393614262342453, 0.38126882910728455, 0.3830951154232025, 0.39691904187202454, 0.6609488129615784, 0.3267197608947754, 0.6280272006988525, 0.3060917854309082, 0.379145085811615, 0.33278676867485046, 0.3016144037246704, 0.27373477816581726, 0.31065618991851807, 0.3695163428783417, 0.35865694284439087, 0.7290748953819275, 0.3685680031776428, 0.7449090480804443, 0.30791616439819336, 0.744818925857544, 0.6379216909408569, 0.640467643737793, 0.32366272807121277, 0.7613774538040161, 0.696478545665741, 0.3603582978248596, 0.7068723440170288, 0.34699419140815735, 0.3769919276237488, 0.6335288286209106, 0.4089924991130829, 0.6812776923179626, 0.7100566029548645, 0.30194467306137085, 0.3922193944454193, 0.2864421606063843, 0.3908551335334778, 0.27190154790878296, 0.7100396156311035, 0.2773091793060303, 0.7287694811820984, 0.23112255334854126, 0.6933279037475586, 0.3468925952911377, 0.38003110885620117, 0.2518223524093628]",0.36943262815475464,0.3729
C,,5,16,"[0.35297757387161255, 0.34277841448783875, 0.39005953073501587, 0.37016791105270386, 0.3537738621234894, 0.3618116080760956, 0.3922853469848633, 0.41830316185951233, 0.3820730447769165, 0.4010803997516632, 0.34093451499938965, 0.37336230278015137, 0.36097991466522217, 0.3850269317626953, 0.3892876207828522, 0.3790636956691742, 0.4037063717842102, 0.3838840126991272, 0.3855879008769989, 0.38953644037246704, 0.37873461842536926, 0.41584572196006775]","[0.33588898181915283, 0.35044065117836, 0.39626529812812805, 0.7246587872505188, 0.3956782817840576, 0.3562438189983368, 0.2101670205593109, 0.3175972104072571, 0.5980403423309326, 0.7035790681838989, 0.2965202033519745, 0.29533514380455017, 0.32291141152381897, 0.380111962556839, 0.3019145131111145, 0.3521104156970978, 0.7315840721130371, 0.2680392861366272, 0.3047957122325897, 0.319553941488266, 0.2907150387763977, 0.3731524348258972, 0.7204186916351318, 0.7019765973091125, 0.2939099967479706, 0.32478779554367065, 0.3222896158695221, 0.35048606991767883, 0.38087305426597595, 0.7376878261566162, 0.37783282995224, 0.3485574424266815, 0.3552587926387787, 0.3652729094028473, 0.31214162707328796, 0.2854772210121155, 0.3518083393573761, 0.35288840532302856, 0.28912582993507385, 0.29883432388305664, 0.7236970663070679, 0.3481306731700897, 0.7057764530181885, 0.33716121315956116, 0.344379723072052, 0.31461283564567566]",0.12410229444503784,0.1223
C,,6,16,"[0.4430481493473053, 0.38759613037109375, 0.37851792573928833, 0.3868873417377472, 0.37132444977760315, 0.3928166627883911, 0.3862456679344177, 0.4009076654911041, 0.3672679364681244, 0.41397982835769653, 0.359097421169281, 0.3876038193702698, 0.40338343381881714, 0.0, 0.37040382623672485, 0.38041451573371887, 0.35080283880233765, 0.36657068133354187, 0.37939685583114624, 0.3940580189228058, 0.40498748421669006, 0.45232754945755005]","[0.2775631844997406, 0.3431708812713623, 0.378062903881073, 0.249318465590477, 0.7060436010360718, 0.352051317691803, 0.3107333183288574, 0.3662348687648773, 0.2577122747898102, 0.7291067838668823, 0.7337406873703003, 0.3910035192966461, 0.4272955358028412, 0.3156519830226898, 0.24936987459659576, 0.42884719371795654, 0.7162567377090454, 0.6941852569580078, 0.36109089851379395, 0.36500605940818787, 0.3400721848011017, 0.27272963523864746, 0.325736939907074, 0.7135972380638123, 0.3560074269771576, 0.3761136531829834, 0.43765679001808167, 0.1941191554069519, 0.0, 0.0, 0.291595458984375, 0.3893899619579315, 0.7449811697006226, 0.34750425815582275, 0.27218878269195557, 0.7454643249511719, 0.2848530113697052, 0.3804990351200104, 0.33913207054138184, 0.7317614555358887, 0.2519122362136841, 0.3328391909599304, 0.7071523666381836, 0.3965531289577484, 0.7196826934814453, 0.3447158634662628]",-0.20164155960083008,-0.2003
C,,7,16,"[0.0, 0.4305015802383423, 0.3612940311431885, 0.3901824355125427, 0.35541677474975586, 0.41874071955680847, 0.36567339301109314, 0.3542401194572449, 0.4050358235836029, 0.3628958761692047, 0.36709892749786377, 0.42103031277656555, 0.39465802907943726, 0.0, 0.0, 0.0, 0.35670825839042664, 0.35649383068084717, 0.4074096977710724, 0.35036876797676086, 0.36438578367233276, 0.3900953233242035]","[0.0, 0.0, 0.3566009998321533, 0.3258197009563446, 0.34722721576690674, 0.35759368538856506, 0.3768475651741028, 0.7078145742416382, 0.30729037523269653, 0.35191383957862854, 0.3212452530860901, 0.3779767155647278, 0.3230704069137573, 0.37828460335731506, 0.338323175907135, 0.29238244891166687, 0.38319021463394165, 0.35622790455818176, 0.2460535764694214, 0.7093170881271362, 0.39740189909935, 0.3742624521255493, 0.7021284699440002, 0.2629646062850952, 0.3148096799850464, 0.26632270216941833, 0.7343723773956299, 0.3775136172771454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3772401511669159, 0.292645663022995, 0.36113446950912476, 0.6503119468688965, 0.3807767331600189, 0.266024112701416, 0.3758080303668976, 0.41369786858558655, 0.31777456402778625, 0.34755411744117737, 0.7021660804748535, 0.2821172773838043]",-0.12066400051116943,-0.1209
C,,8,16,"[0.0, 0.0, 0.3235705494880676, 0.3500199317932129, 0.3742709159851074, 0.4116898477077484, 0.3840414881706238, 0.35171210765838623, 0.3954125642776489, 0.4070729613304138, 0.36857059597969055, 0.4253346025943756, 0.3541831374168396, 0.0, 0.0, 0.0, 0.3777214288711548, 0.35905906558036804, 0.3103267550468445, 0.4056248366832733, 0.34209969639778137, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.7304269671440125, 0.6955258846282959, 0.38747525215148926, 0.3257790803909302, 0.33011770248413086, 0.33436959981918335, 0.721515417098999, 0.39795854687690735, 0.3814074993133545, 0.383937269449234, 0.37336745858192444, 0.4154636263847351, 0.38090118765830994, 0.19908159971237183, 0.34819191694259644, 0.2911697328090668, 0.3637292683124542, 0.3550705909729004, 0.32467520236968994, 0.7158451080322266, 0.71359783411026, 0.3597160875797272, 0.3087249994277954, 0.3817543685436249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36664754152297974, 0.3199337422847748, 0.2969210743904114, 0.7447262406349182, 0.25030919909477234, 0.5853936672210693, 0.3955218195915222, 0.3978482782840729, 0.34786856174468994, 0.36705300211906433, 0.0, 0.0]",-0.14962947368621826,-0.1554
C,,9,16,"[0.0, 0.3475831151008606, 0.3910456597805023, 0.3979117274284363, 0.363526314496994, 0.3913654685020447, 0.3665751814842224, 0.336275190114975, 0.39852792024612427, 0.43054336309432983, 0.3671187460422516, 0.34506821632385254, 0.3539595901966095, 0.0, 0.0, 0.0, 0.36607253551483154, 0.4002019762992859, 0.35980331897735596, 0.37220171093940735, 0.38162970542907715, 0.40456169843673706]","[0.0, 0.0, 0.38185903429985046, 0.7168083786964417, 0.7154520153999329, 0.31557518243789673, 0.31689685583114624, 0.3819113075733185, 0.31575334072113037, 0.7805721759796143, 0.26224565505981445, 0.3353234827518463, 0.6979480981826782, 0.30953651666641235, 0.7201708555221558, 0.24942898750305176, 0.3064638078212738, 0.714233934879303, 0.29022982716560364, 0.7204799652099609, 0.349274605512619, 0.6984521150588989, 0.35143551230430603, 0.32280194759368896, 0.38262873888015747, 0.37540608644485474, 0.7784481644630432, 0.3315857946872711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3269062936306, 0.36154043674468994, 0.4115527868270874, 0.36585733294487, 0.2722025513648987, 0.3455289900302887, 0.2646697759628296, 0.6173098087310791, 0.3086458742618561, 0.3531592786312103, 0.3059456944465637, 0.3645278811454773]",-0.12066400051116943,-0.1214
C,,10,16,"[0.37479308247566223, 0.3436073362827301, 0.3761811852455139, 0.35150837898254395, 0.36054378747940063, 0.40098458528518677, 0.3444032073020935, 0.3605863153934479, 0.35478273034095764, 0.3983825445175171, 0.3982169032096863, 0.3789161443710327, 0.3667392432689667, 0.0, 0.37681421637535095, 0.392758846282959, 0.38054025173187256, 0.3239431083202362, 0.38873496651649475, 0.4057163894176483, 0.3849802017211914, 0.39849233627319336]","[0.35701730847358704, 0.38829392194747925, 0.7107349038124084, 0.7001807689666748, 0.3395082950592041, 0.337533175945282, 0.3868621289730072, 0.2927350103855133, 0.32645195722579956, 0.34641438722610474, 0.7447224855422974, 0.3824668228626251, 0.3228888213634491, 0.3443310856819153, 0.3869595527648926, 0.2817513644695282, 0.4056375026702881, 0.3504384458065033, 0.6645581126213074, 0.23102590441703796, 0.7055463194847107, 0.8211286664009094, 0.704323410987854, 0.7034686207771301, 0.3641256093978882, 0.7175208330154419, 0.3275393545627594, 0.3069916069507599, 0.0, 0.0, 0.38049161434173584, 0.7068650722503662, 0.7452330589294434, 0.22073064744472504, 0.34611913561820984, 0.29654133319854736, 0.3765197992324829, 0.34050253033638, 0.3628535568714142, 0.35721156001091003, 0.40120601654052734, 0.3544306457042694, 0.346361368894577, 0.6265705227851868, 0.38317859172821045, 0.3279506266117096]",-0.20164155960083008,-0.2012
N,,11,16,"[0.33527278900146484, 0.41484758257865906, 0.3507622480392456, 0.37903669476509094, 0.3932415246963501, 0.3505289852619171, 0.4359920024871826, 0.36597952246665955, 0.36622628569602966, 0.34676945209503174, 0.36995506286621094, 0.5819322466850281, 0.3813706636428833, 0.38336053490638733, 0.3787173628807068, 0.4018431603908539, 0.3806936740875244, 0.4147525727748871, 0.33571454882621765, 0.37320128083229065, 0.3728976249694824, 0.36230039596557617]","[0.36528530716896057, 0.7082244157791138, 0.29608097672462463, 0.36036399006843567, 0.3771219253540039, 0.3383347988128662, 0.3574851453304291, 0.7093607783317566, 0.3563147783279419, 0.36318662762641907, 0.7029129266738892, 0.34563225507736206, 0.3568854033946991, 0.38932138681411743, 0.22623670101165771, 0.36396220326423645, 0.2671154737472534, 0.3372405469417572, 0.7761139869689941, 0.31213438510894775, 0.6221259236335754, 0.6700924634933472, 0.6753841042518616, 0.5922963619232178, 0.376730352640152, 0.2840946912765503, 0.29842430353164673, 0.33856645226478577, 0.6799601316452026, 0.3940922021865845, 0.7625924348831177, 0.28386908769607544, 0.346739262342453, 0.735088050365448, 0.3339664936065674, 0.3401317596435547, 0.3683355450630188, 0.3539293110370636, 0.7371976375579834, 0.29675525426864624, 0.3782021999359131, 0.42275652289390564, 0.30597925186157227, 0.2956032454967499, 0.7102020978927612, 0.37096866965293884]",-0.3853427767753601,-0.3941
C,,12,16,"[0.3680044412612915, 0.4131269156932831, 0.39579614996910095, 0.4255099296569824, 0.37332260608673096, 0.3899633586406708, 0.3464057743549347, 0.36684274673461914, 0.37330392003059387, 0.3722116947174072, 0.35679876804351807, 0.39373889565467834, 0.3923798203468323, 0.3684520423412323, 0.3876643180847168, 0.34803104400634766, 0.38986992835998535, 0.39894771575927734, 0.0, 0.3850569725036621, 0.41104114055633545, 0.35949015617370605]","[0.39292553067207336, 0.3445647954940796, 0.2668892741203308, 0.725147008895874, 0.37339431047439575, 0.7001305222511292, 0.6966890096664429, 0.25434067845344543, 0.36692631244659424, 0.3770679533481598, 0.39388465881347656, 0.3562159538269043, 0.3209708034992218, 0.2958092987537384, 0.3386695384979248, 0.4070441722869873, 0.37204185128211975, 0.36961281299591064, 0.39987513422966003, 0.34477075934410095, 0.2688104808330536, 0.7065138816833496, 0.30244186520576477, 0.380038321018219, 0.3779884874820709, 0.689087986946106, 0.7121787071228027, 0.39214378595352173, 0.38968685269355774, 0.32543522119522095, 0.3927498459815979, 0.3910330832004547, 0.2745891213417053, 0.36115607619285583, 0.4051416218280792, 0.40733903646469116, 0.29596149921417236, 0.4090275168418884, 0.0, 0.0, 0.3308011591434479, 0.3238968551158905, 0.3458176255226135, 0.7392712235450745, 0.34914276003837585, 0.7444156408309937]",-0.056700557470321655,-0.0325
H,,13,16,"[0.6094595789909363, 0.3783848285675049, 0.3789483308792114, 0.3638271391391754, 0.36838647723197937, 0.3897210359573364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3946700692176819, 0.37515804171562195, 0.4339067339897156, 0.3887976408004761, 0.404827743768692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3669365346431732]","[0.7185316681861877, 0.6401675343513489, 0.30354636907577515, 0.39909088611602783, 0.3481539487838745, 0.37900298833847046, 0.38975080847740173, 0.75860595703125, 0.32624512910842896, 0.34270012378692627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3728857636451721, 0.3621082901954651, 0.7472935914993286, 0.30700182914733887, 0.3691256046295166, 0.3827250301837921, 0.0, 0.0, 0.6708277463912964, 0.2954674959182739, 0.392284095287323, 0.3283863663673401, 0.3539676070213318, 0.2961907386779785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2781369090080261, 0.3291417360305786]",0.46953463554382324,0.4684
H,,14,16,"[0.3488384485244751, 0.3897700607776642, 0.4262732267379761, 0.356609970331192, 0.4000662863254547, 0.3766968548297882, 0.40701743960380554, 0.0, 0.0, 0.0, 0.33573347330093384, 0.35947468876838684, 0.4218953251838684, 0.4111557602882385, 0.3660302758216858, 0.413434773683548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3669343590736389]","[0.29140505194664, 0.36792123317718506, 0.3898490369319916, 0.7032755613327026, 0.38032078742980957, 0.4004347026348114, 0.30886244773864746, 0.2673466205596924, 0.29832807183265686, 0.30148735642433167, 0.34972915053367615, 0.3512706756591797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3410964906215668, 0.39253106713294983, 0.7047861218452454, 0.38390663266181946, 0.37766000628471375, 0.40383267402648926, 0.3353784680366516, 0.3928205668926239, 0.4024699926376343, 0.27474385499954224, 0.28483474254608154, 0.29776307940483093, 0.3411279320716858, 0.3216235935688019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36384162306785583, 0.38065946102142334]",0.10174164921045303,0.1158
H,,15,16,"[0.3655082881450653, 0.36706769466400146, 0.3902426064014435, 0.3854679465293884, 0.4169752597808838, 0.34791773557662964, 0.38733798265457153, 0.0, 0.0, 0.0, 0.42075029015541077, 0.34113171696662903, 0.3782806992530823, 0.437822550535202, 0.4028204679489136, 0.3483433723449707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4024573266506195]","[0.39012235403060913, 0.38332894444465637, 0.34474214911460876, 0.3741685450077057, 0.3389359712600708, 0.30888330936431885, 0.2732195556163788, 0.34037265181541443, 0.40473535656929016, 0.3985586166381836, 0.26113441586494446, 0.7145071625709534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3271903097629547, 0.34106898307800293, 0.3074662387371063, 0.7295650243759155, 0.2512778639793396, 0.40667641162872314, 0.2874305546283722, 0.7120077610015869, 0.29023900628089905, 0.2988734543323517, 0.3654703199863434, 0.365386962890625, 0.7139123678207397, 0.7159168124198914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6949353218078613, 0.3582940399646759]",0.10174164921045303,0.0906
